,sampling,dr_method,features_after_dr,loss,model,Accuracy_OOS,Precision_OOS,Recall_OOS,F1_Score_OOS,AUROC_OOS,AUPRC_OOS,Accuracy_OOP,Precision_OOP,Recall_OOP,F1_Score_OOP,AUROC_OOP,AUPRC_OOP,path
gbt_down3_no_quot_a0.8_g5,down3: balanced,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f5829070>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.0103,0.0103,1.0,0.02038998317331486,0.5,0.0103,0.0117,0.0117,1.0,0.02312938618167441,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_down3_no_quot_a0.8_g5.joblib
gbt_down3_best_quot_a0.8_g5,down3: balanced,best_quot,"['n_requests_1', 'other_hsntsn_requests_3', 'diff_avg_vjnbe_requests_3', 'diff_n_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f5ac5400>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.0103,0.0103,1.0,0.02038998317331486,0.5,0.0103,0.0117,0.0117,1.0,0.02312938618167441,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_down3_best_quot_a0.8_g5.joblib
gbt_up2_no_quot_a0.8_g5,up2: 50,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd70f2c5c70>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.0103,0.0103,1.0,0.02038998317331486,0.5,0.0103,0.0117,0.0117,1.0,0.02312938618167441,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_up2_no_quot_a0.8_g5.joblib
gbt_up2_best_quot_a0.8_g5,up2: 50,best_quot,"['n_requests_1', 'diff_avg_vjnbe_requests_3', 'other_hsntsn_requests_3', 'diff_n_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f5209310>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.0103,0.0103,1.0,0.02038998317331486,0.5,0.0103,0.0117,0.0117,1.0,0.02312938618167441,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_up2_best_quot_a0.8_g5.joblib
gbt_up3_no_quot_a0.8_g5,up3: balanced,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd70e6ade50>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.0103,0.0103,1.0,0.02038998317331486,0.5,0.0103,0.0117,0.0117,1.0,0.02312938618167441,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_up3_no_quot_a0.8_g5.joblib
gbt_up3_best_quot_a0.8_g5,up3: balanced,best_quot,"['n_requests_1', 'diff_avg_vjnbe_requests_3', 'other_hsntsn_requests_3', 'diff_n_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f5248d30>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.0103,0.0103,1.0,0.02038998317331486,0.5,0.0103,0.0117,0.0117,1.0,0.02312938618167441,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_up3_best_quot_a0.8_g5.joblib
gbt_smote_no_quot_a0.8_g5,smote: True,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f4ee82e0>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.0103,0.0103,1.0,0.02038998317331486,0.5,0.0103,0.0117,0.0117,1.0,0.02312938618167441,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_smote_no_quot_a0.8_g5.joblib
gbt_smote_best_quot_a0.8_g5,smote: True,best_quot,"['n_requests_1', 'diff_avg_vjnbe_requests_3', 'diff_n_requests_1', 'other_hsntsn_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f580ccd0>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.0103,0.0103,1.0,0.02038998317331486,0.5,0.0103,0.0117,0.0117,1.0,0.02312938618167441,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_smote_best_quot_a0.8_g5.joblib
gbt_none_no_quot_a0.8_g5,none: True,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f580cbe0>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.9897,0.0,0.0,0.0,0.5,0.0103,0.9883,0.0,0.0,0.0,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_none_no_quot_a0.8_g5.joblib
gbt_none_best_quot_a0.8_g5,none: True,best_quot,"['n_requests_1', 'diff_avg_vjnbe_requests_3', 'diff_n_requests_3', 'other_hsntsn_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f5801040>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.9897,0.0,0.0,0.0,0.5,0.0103,0.9883,0.0,0.0,0.0,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_none_best_quot_a0.8_g5.joblib
gbt_down1_no_quot_a0.8_g5,down1: 0.1,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f5209490>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.9897,0.0,0.0,0.0,0.5,0.0103,0.9883,0.0,0.0,0.0,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_down1_no_quot_a0.8_g5.joblib
gbt_down1_best_quot_a0.8_g5,down1: 0.1,best_quot,"['n_requests_1', 'diff_n_requests_2', 'diff_avg_vjnbe_requests_3', 'other_hsntsn_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f4dac610>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.9897,0.0,0.0,0.0,0.5,0.0103,0.9883,0.0,0.0,0.0,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_down1_best_quot_a0.8_g5.joblib
gbt_down2_no_quot_a0.8_g5,down2: 0.5,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f5247280>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.9897,0.0,0.0,0.0,0.5,0.0103,0.9883,0.0,0.0,0.0,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_down2_no_quot_a0.8_g5.joblib
gbt_down2_best_quot_a0.8_g5,down2: 0.5,best_quot,"['n_requests_1', 'diff_avg_vjnbe_requests_3', 'diff_n_requests_3', 'other_hsntsn_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f520ac10>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.9897,0.0,0.0,0.0,0.5,0.0103,0.9883,0.0,0.0,0.0,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_down2_best_quot_a0.8_g5.joblib
gbt_up1_no_quot_a0.8_g5,up1: 10,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f5585d30>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.9897,0.0,0.0,0.0,0.5,0.0103,0.9883,0.0,0.0,0.0,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_up1_no_quot_a0.8_g5.joblib
gbt_up1_best_quot_a0.8_g5,up1: 10,best_quot,"['n_requests_1', 'diff_avg_vjnbe_requests_3', 'diff_n_requests_3', 'other_hsntsn_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.8, 'gamma': 5}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7fd6f4f74370>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.9897,0.0,0.0,0.0,0.5,0.0103,0.9883,0.0,0.0,0.0,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_up1_best_quot_a0.8_g5.joblib
