,sampling,dr_method,features_after_dr,loss,model,Accuracy_OOS,Precision_OOS,Recall_OOS,F1_Score_OOS,AUROC_OOS,AUPRC_OOS,Accuracy_OOP,Precision_OOP,Recall_OOP,F1_Score_OOP,AUROC_OOP,AUPRC_OOP,path
gbt_smote_no_quot_a0.6_g0.2,smote: True,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.6, 'gamma': 0.2}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7f84191fe9a0>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.5675,0.020663033605812897,0.883495145631068,0.04038162857776792,0.8045534049250975,0.03817504848130032,0.5557,0.021883289124668436,0.8461538461538461,0.04266321913380738,0.7612714053572092,0.03234548800091949,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_smote_no_quot_a0.6_g0.2.joblib
gbt_smote_best_quot_a0.6_g0.2,smote: True,best_quot,"['n_requests_1', 'diff_avg_vjnbe_requests_3', 'diff_n_requests_1', 'other_hsntsn_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.6, 'gamma': 0.2}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7f83ffc39790>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.5675,0.020663033605812897,0.883495145631068,0.04038162857776792,0.8089732006658877,0.04228489540704381,0.5557,0.021883289124668436,0.8461538461538461,0.04266321913380738,0.7755655701623525,0.035786975279816204,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_smote_best_quot_a0.6_g0.2.joblib
gbt_down3_no_quot_a0.6_g0.2,down3: balanced,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.6, 'gamma': 0.2}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7f84198343d0>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.0103,0.0103,1.0,0.02038998317331486,0.5,0.0103,0.0117,0.0117,1.0,0.02312938618167441,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_down3_no_quot_a0.6_g0.2.joblib
gbt_down3_best_quot_a0.6_g0.2,down3: balanced,best_quot,"['n_requests_1', 'other_hsntsn_requests_3', 'diff_avg_vjnbe_requests_3', 'diff_n_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.6, 'gamma': 0.2}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7f8419837e80>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.0103,0.0103,1.0,0.02038998317331486,0.5,0.0103,0.0117,0.0117,1.0,0.02312938618167441,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_down3_best_quot_a0.6_g0.2.joblib
gbt_up3_no_quot_a0.6_g0.2,up3: balanced,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.6, 'gamma': 0.2}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7f841932b4f0>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.0103,0.0103,1.0,0.02038998317331486,0.808756895048122,0.038660192028907574,0.0117,0.0117,1.0,0.02312938618167441,0.7653533521690965,0.033626037536112575,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_up3_no_quot_a0.6_g0.2.joblib
gbt_up3_best_quot_a0.6_g0.2,up3: balanced,best_quot,"['n_requests_1', 'diff_avg_vjnbe_requests_3', 'other_hsntsn_requests_3', 'diff_n_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.6, 'gamma': 0.2}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7f8419830070>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.0103,0.0103,1.0,0.02038998317331486,0.808756895048122,0.038660192028907574,0.0117,0.0117,1.0,0.02312938618167441,0.7653533521690965,0.033626037536112575,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_up3_best_quot_a0.6_g0.2.joblib
gbt_none_no_quot_a0.6_g0.2,none: True,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.6, 'gamma': 0.2}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7f84198085b0>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.9897,0.0,0.0,0.0,0.5,0.0103,0.9883,0.0,0.0,0.0,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_none_no_quot_a0.6_g0.2.joblib
gbt_none_best_quot_a0.6_g0.2,none: True,best_quot,"['n_requests_1', 'diff_avg_vjnbe_requests_3', 'diff_n_requests_3', 'other_hsntsn_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.6, 'gamma': 0.2}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7f8419808eb0>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.9897,0.0,0.0,0.0,0.5,0.0103,0.9883,0.0,0.0,0.0,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_none_best_quot_a0.6_g0.2.joblib
gbt_down1_no_quot_a0.6_g0.2,down1: 0.1,no_quot,"['n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.6, 'gamma': 0.2}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7f841982ac40>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.9897,0.0,0.0,0.0,0.5,0.0103,0.9883,0.0,0.0,0.0,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_down1_no_quot_a0.6_g0.2.joblib
gbt_down1_best_quot_a0.6_g0.2,down1: 0.1,best_quot,"['n_requests_1', 'diff_n_requests_2', 'diff_avg_vjnbe_requests_3', 'other_hsntsn_requests_3', 'n_accident', 'sum_accident_cost', 'vehicle_age', 'diff_car_holder', 'contract_age_months', 'age_contract_holder', 'age_youngest_driver', 'years_driving_license', 'churn']","{'alpha': 0.6, 'gamma': 0.2}","LGBMClassifier(boost_from_average=False, colsample_bytree=0.9395270789074315,
               min_child_samples=496, min_child_weight=10000.0,
               n_estimators=1000, num_leaves=6,
               objective=<bound method FocalLoss.lgb_obj of <custom_loss.FocalLoss object at 0x7f84193336d0>>,
               random_state=15, reg_alpha=100, reg_lambda=10,
               subsample=0.5652405571638472)",0.9897,0.0,0.0,0.0,0.5,0.0103,0.9883,0.0,0.0,0.0,0.5,0.0117,/Users/abdumaa/Desktop/Uni_Abdu/Master/Masterarbeit/master_thesis_churn_modelling/churn_modelling/modelling/lgbm_fits/lgbm_fit_gbt_down1_best_quot_a0.6_g0.2.joblib
